Id,Sondeo,Distancia,Potencia,Litologia,Densidad,Desde,Hasta,Este,Norte,Elevacion,Au(ppb),Cu(ppm),Ag(ppm),As(ppm)
1,PT101,50,3,SD,0,28,30,989.35,1050.59,214.92,25,50,0,110
1,PT101,50,3,MB,0,42,44,985.5,1050.1,201.47,16,29,0,91
1,PT101,50,3,MB,0,44,46,984.99,1050.04,199.53,18,215,0,46100
1,PT101,50,3,SD,0,46,48,984.47,1049.98,197.6,1267,16200,12,6830
1,PT101,50,3,MB,0,48,50,983.96,1049.91,195.67,91,2540,2,1980
1,PT101,50,3,MB,0,58,60,981.38,1049.59,186.01,12,43,0,232
1,PT101,50,3,MB,0,60,62,980.88,1049.53,184.08,26,32,0,37
1,PT101,50,3,MB,0,62,64,980.4,1049.47,182.14,4,13,0,29
1,PT101,50,3,MB,0,64,66,979.91,1049.41,180.2,2,48,0,67
1,PT101,50,3,MB,0,66,68,979.43,1049.35,178.26,5,28,0,120
1,PT101,50,3,MB,0,88,90,974.14,1048.7,156.91,202.5,806,28,16680.5
1,PT101,50,3,MB,0,99.7,101.7,971.37,1048.37,145.55,3778.36,5476.73,16.94,152.82
1,PT101,50,3,S,0,101.7,103.7,970.89,1048.31,143.61,5898.33,12422.49,24.92,309.8
1,PT101,50,3,S,0,103.7,105.7,970.42,1048.26,141.67,2170.71,6736.16,9.08,590.2
1,PT101,50,3,S,0,105.7,107.7,969.95,1048.2,139.72,479.47,352.87,1.26,5017.81
1,PT101,50,3,S,0,107.7,109.7,969.48,1048.15,137.78,763.32,268.65,0.66,4712.62
1,PT101,50,3,S,0,109.7,111.7,969.01,1048.09,135.84,1122.6,168.6,0.74,798.6
1,PT101,50,3,S,0,111.7,113.7,968.54,1048.04,133.89,383.1,55.7,0.55,3540.14
1,PT101,50,3,S,0,113.7,115.7,968.08,1047.99,131.95,119.6,44.8,0.44,4964.01
1,PT101,50,3,S,0,115.7,117.7,967.61,1047.93,130,112.05,167.05,0.48,2145.51
1,PT101,50,3,GR,0,117.7,119.7,967.15,1047.88,128.06,29.6,139.9,0.33,534.95
1,PT101,50,3,GR,0,119.7,121.7,966.68,1047.83,126.12,1041.05,6.7,0.41,2521.04
1,PT101,50,3,GR,0,121.7,123.7,966.22,1047.78,124.17,1904.4,7.3,0.56,4574.51
2,PT102,50,3,MB,0,4,6,961.74,1121.68,261.09,217,1130,2.4,802
2,PT102,50,3,MS,0,6,8,961.16,1121.47,259.18,128.68,3093.63,2.54,5701.45
2,PT102,50,3,MS,0,8,10,960.59,1121.26,257.28,221,551.7,0.93,643.8
2,PT102,50,3,SD,0,10,12,960.01,1121.05,255.38,262.6,2107,2.51,6618.2
2,PT102,50,3,MB,0,12,14,959.43,1120.84,253.47,84.5,928.4,1.52,2945.2
2,PT102,50,3,MB,0,36,38,952.59,1118.33,230.61,329.5,295.3,0.78,15801.87
2,PT102,50,3,MB,0,38,40,952.02,1118.12,228.7,292.5,315.65,0.78,12164.77
2,PT102,50,3,MB,0,40,42,951.46,1117.92,226.79,95.65,891.45,1.14,765.8
2,PT102,50,3,S,0,42,44,950.89,1117.71,224.88,486.53,12358.03,8.32,12400.28
2,PT102,50,3,S,0,44,46,950.32,1117.51,222.98,140.18,744.38,0.89,802.93
2,PT102,50,3,S,0,46,48,949.76,1117.31,221.07,81.45,237.95,0.35,402.35
2,PT102,50,3,SD,0,48,50,949.19,1117.11,219.16,13.67,43.67,0.08,67.08
2,PT102,50,3,SD,0,50,52,948.63,1116.91,217.25,13.2,44.05,0.2,27.33
2,PT102,50,3,MB,0,52,54,948.06,1116.71,215.35,6.55,38.12,0.16,18.03
2,PT102,50,3,MB,0,54,56,947.5,1116.51,213.44,9.15,39.3,0.14,14
2,PT102,50,3,MB,0,56,58,946.93,1116.3,211.53,7.58,39.55,0.28,12.73
2,PT102,50,3,MB,0,69.5,71.5,943.12,1114.95,198.65,20,18,1.5,1960
2,PT102,50,3,S,0,71.5,73.5,942.56,1114.75,196.74,1822.17,169.42,3.33,37753.64
2,PT102,50,3,S,0,73.5,75.5,942,1114.55,194.83,184.85,69.1,0.09,3969
2,PT102,50,3,S,0,75.5,77.5,941.43,1114.36,192.92,117.65,18.15,0,3083.2
2,PT102,50,3,S,0,77.5,79.5,940.87,1114.16,191.02,1201.25,2732.5,20.03,1431.5
2,PT102,50,3,S,0,79.5,81.5,940.31,1113.96,189.11,99,790,0.8,3020
2,PT102,50,3,S,0,81.5,83.5,939.75,1113.76,187.2,149,198,0.4,2620
2,PT102,50,3,S,0,83.5,85.5,939.19,1113.57,185.29,103,16,0,2010
2,PT102,50,3,S,0,85.5,87.5,938.63,1113.37,183.38,38,8,0,61
2,PT102,50,3,S,0,87.5,89.5,938.07,1113.17,181.46,124,19,0,173
2,PT102,50,3,S,0,89.5,91.5,937.51,1112.98,179.55,322.45,63.05,0.39,156.13
2,PT102,50,3,S,0,91.5,93.5,936.96,1112.78,177.64,801.06,234.45,28.97,625.2
2,PT102,50,3,S,0,93.5,95.5,936.4,1112.59,175.73,394.95,33.75,0.62,6718.76
2,PT102,50,3,S,0,95.5,97.5,935.84,1112.39,173.82,479.38,20.9,0.29,9158
2,PT102,50,3,ESK,0,97.5,99.5,935.28,1112.19,171.91,644.15,54.7,0,4367.49
2,PT102,50,3,ESK,0,99.5,101.5,934.73,1112,170,1690.15,140,0.13,30898.57
2,PT102,50,3,ESK,0,101.5,103.5,934.18,1111.81,168.09,1093.15,143.8,0.27,33074.97
2,PT102,50,3,GR,0,103.5,105.5,933.63,1111.62,166.17,892,332.8,0.78,54399.93
2,PT102,50,3,GR,0,105.5,107.5,933.08,1111.43,164.26,6134.18,88.85,0.85,40399.97
2,PT102,50,3,GR,0,107.5,109.5,932.53,1111.24,162.35,1481.17,5.52,0.72,6144.45
2,PT102,50,3,GR,0,109.5,111.5,931.98,1111.04,160.43,1063.65,5.83,0.2,3033.53
2,PT102,50,3,GR,0,111.5,113.5,931.44,1110.85,158.52,409.35,7.45,0.21,1273.47
3,PT103,50,3,SD,0,3.1,5.1,957.12,1175.48,269.07,20.6,80.5,2,104.75
3,PT103,50,3,MB,0,9.5,11.5,954.82,1173.09,263.6,21,46,0.15,26
3,PT103,50,3,MB,0,11.5,13.5,954.1,1172.34,261.89,50.25,278.5,0.3,1779.5
3,PT103,50,3,SD,0,13.5,15.5,953.38,1171.59,260.18,331.22,312.38,0.36,18061.76
3,PT103,50,3,MB,0,15.5,17.5,952.66,1170.84,258.47,120.42,83.22,0.78,1394
3,PT103,50,3,MB,0,17.5,19.5,951.94,1170.09,256.76,125.7,96.58,0.93,2180
3,PT103,50,3,MB,0,19.5,21.5,951.22,1169.34,255.05,40.6,133.4,0.18,3894
3,PT103,50,3,MB,0,21.5,23.5,950.5,1168.59,253.34,23.1,106.4,0.17,1197.7
3,PT103,50,3,H,0,23.5,25.5,949.79,1167.84,251.63,23.63,105.25,0.39,31.63
3,PT103,50,3,H,0,25.5,27.5,949.07,1167.1,249.92,22,110.63,0.38,19.38
3,PT103,50,3,H,0,27.5,29.5,948.35,1166.35,248.21,6.63,295.27,0.3,6.77
3,PT103,50,3,MB,0,29.5,31.5,947.64,1165.6,246.5,1,41,0.2,1
3,PT103,50,3,MB,0,31.5,33.5,946.92,1164.85,244.79,8,110,0.2,7
3,PT103,50,3,MB,0,33.5,35.5,946.2,1164.1,243.08,5,37,0.4,1
3,PT103,50,3,MB,0,35.5,37.5,945.48,1163.35,241.37,9,43,0.3,15
3,PT103,50,3,MB,0,37.5,39.5,944.77,1162.61,239.66,15.3,142.85,0.2,1202.8
3,PT103,50,3,MB,0,39.5,41.6,944.04,1161.84,237.91,44.14,503.9,0.15,2977.86
3,PT103,50,3,MB,0,41.6,43.55,943.32,1161.08,236.17,12,29,0.3,26
3,PT103,50,3,MB,0,43.55,45.55,942.63,1160.34,234.47,2113.35,2340.3,2.39,23610.18
3,PT103,50,3,S,0,45.55,47.55,941.92,1159.6,232.76,5255.23,23892.28,18.87,26839.03
3,PT103,50,3,H,0,47.55,49.55,941.22,1158.85,231.04,2036,11265,9.8,29205
3,PT103,50,3,S,0,49.55,51.55,940.52,1158.1,229.32,1786,25800,22.35,33750
3,PT103,50,3,S,0,51.55,53.55,939.81,1157.35,227.61,1403.8,22317.52,19.27,8181.01
3,PT103,50,3,GR,0,53.55,55.55,939.11,1156.61,225.89,530.47,2971.9,2.87,8583.5
3,PT103,50,3,GR,0,55.55,57.55,938.41,1155.86,224.17,293.75,48.13,0.45,4076.5
3,PT103,50,3,GR,0,57.55,59.55,937.7,1155.11,222.46,124.08,46.77,0.34,2175.18
3,PT103,50,3,GR,0,59.55,61.55,937,1154.36,220.74,97.95,30.48,0.2,683.33
3,PT103,50,3,GR,0,61.55,63.55,936.3,1153.62,219.02,129.65,11.53,0.3,569.23
3,PT103,50,3,GR,0,63.55,65.55,935.59,1152.87,217.31,120.47,104.4,0.98,1530.03
3,PT103,50,3,GR,0,65.55,67.55,934.89,1152.12,215.59,223.33,101.9,1.03,3188.25
3,PT103,50,3,GR,0,67.55,69.55,934.18,1151.37,213.88,216.92,29.78,0.28,3079.75
3,PT103,50,3,GR,0,69.55,71.55,933.48,1150.62,212.16,348.3,18.7,0.2,18329.74
3,PT103,50,3,GR,0,71.55,73.55,932.77,1149.87,210.45,294.2,9.8,0,851.6
3,PT103,50,3,GR,0,73.55,75.55,932.07,1149.12,208.73,322.8,24,0,544
3,PT103,50,3,GR,0,75.55,77.5,931.37,1148.38,207.04,170.26,284.97,10.72,3205.9
3,PT103,50,3,GR,0,77.5,79.5,930.68,1147.64,205.34,111,21,0.28,1806.61
3,PT103,50,3,GR,0,79.5,81.5,929.97,1146.89,203.63,267,10.2,0.14,838
3,PT103,50,3,GR,0,81.5,83.5,929.27,1146.14,201.91,225.75,9.75,0,1238.75
3,PT103,50,3,GR,0,83.5,85.5,928.57,1145.39,200.2,422.25,8.75,0,1093.5
3,PT103,50,3,GR,0,85.5,87.5,927.86,1144.63,198.49,143,7.25,0,282
3,PT103,50,3,GR,0,87.5,89.5,927.16,1143.88,196.78,77.75,91,5.1,2320
3,PT103,50,3,GR,0,89.5,91.5,926.46,1143.12,195.06,171.05,46.85,2.77,2504.5
3,PT103,50,3,GR,0,91.5,93.5,925.76,1142.36,193.35,922.84,388.45,46.66,13442.62
3,PT103,50,3,GR,0,93.5,95.5,925.06,1141.59,191.64,190,13,0.11,620.2
3,PT103,50,3,GR,0,95.5,97.5,924.36,1140.83,189.93,225.45,10.3,0.18,820.5
3,PT103,50,3,GR,0,97.5,99.5,923.66,1140.07,188.22,86.35,20.05,3.64,964.4
4,PT104,50,3,MB,0,34,36,997.7,1051.09,207.77,4,50,0.4,205
4,PT104,50,3,MB,0,36,38,997.65,1051.02,205.77,25,65,0.9,346
4,PT104,50,3,SD,0,38,40,997.61,1050.96,203.77,45,13,0.2,4330
4,PT104,50,3,SD,0,40,42,997.55,1050.9,201.78,15,18,0.3,1410
4,PT104,50,3,MB,0,42,44,997.49,1050.83,199.78,22,66,3.1,462
4,PT104,50,3,MB,0,44,46,997.43,1050.76,197.78,6,24,0.2,29
4,PT104,50,3,MB,0,46,48,997.37,1050.69,195.78,5,9,0.2,49
4,PT104,50,3,MB,0,48,50,997.31,1050.63,193.79,17,8,0.1,242
4,PT104,50,3,MB,0,50,52,997.25,1050.56,191.79,23,38,0.3,218
4,PT104,50,3,MB,0,52,54,997.18,1050.49,189.79,26,42,0.3,159
4,PT104,50,3,MB,0,54,56,997.12,1050.42,187.79,14,29,0.4,99
4,PT104,50,3,MB,0,56,58,997.06,1050.36,185.79,3,13,0.2,10
4,PT104,50,3,MB,0,58,60,997,1050.29,183.8,12,18,0.2,39
4,PT104,50,3,SD,0,60,62,996.94,1050.22,181.8,25,104,0.6,48
4,PT104,50,3,SD,0,62,64,996.88,1050.16,179.8,42,103,0.6,43
4,PT104,50,3,MB,0,64,66,996.82,1050.1,177.8,12,1100,1.1,228
4,PT104,50,3,MB,0,66,68,996.76,1050.04,175.8,14,1710,1.7,326
4,PT104,50,3,MB,0,68,70,996.7,1049.98,173.8,11,360,0.6,369
4,PT104,50,3,MB,0,70,72,996.64,1049.92,171.81,3,306,0.6,361
4,PT104,50,3,MB,0,72,74,996.59,1049.85,169.81,5,72,0.3,67
4,PT104,50,3,MB,0,74,76,996.53,1049.79,167.81,0,6,0.2,7
4,PT104,50,3,MB,0,76,78,996.47,1049.73,165.81,5,16,0.1,20
4,PT104,50,3,MB,0,78,80,996.41,1049.67,163.81,0,1,0.1,1
4,PT104,50,3,MB,0,115.05,117.05,995.65,1048.75,126.78,157,11.8,1.18,7286.43
4,PT104,50,3,MB,0,117.05,119.05,995.61,1048.7,124.78,121.3,20.05,1.43,9013.02
4,PT104,50,3,MB,0,119.05,121.05,995.57,1048.66,122.78,56.15,24.68,1.11,4009.96
4,PT104,50,3,MB,0,121.05,123.05,995.52,1048.61,120.79,58.52,35.13,1.63,4062.19
4,PT104,50,3,MB,0,123.05,125,995.48,1048.56,118.81,1033.39,75.79,4.21,22673.06
4,PT104,50,3,MB,0,149.5,151.5,994.88,1047.95,92.35,102,243.88,1.94,4552.74
4,PT104,50,3,MB,0,151.5,153.5,994.83,1047.9,90.35,309.5,1600,8.15,2735
4,PT104,50,3,S,0,153.5,155.5,994.78,1047.85,88.35,1139.12,5878.49,7.63,2722.94
4,PT104,50,3,S,0,155.5,157.5,994.73,1047.8,86.35,629.85,1422.16,2.13,5300.18
4,PT104,50,3,S,0,157.5,159.55,994.68,1047.75,84.33,2291.51,9001.86,23.97,385.78
4,PT104,50,3,S,0,159.55,161.55,994.63,1047.7,82.31,4732.75,6480,11.59,3064.91
4,PT104,50,3,S,0,161.55,163.55,994.59,1047.65,80.31,1480.31,1358.83,3.32,5243.48
4,PT104,50,3,S,0,163.55,165.55,994.54,1047.59,78.31,1227.75,477.6,1.27,11397.53
4,PT104,50,3,S,0,165.55,167.55,994.49,1047.53,76.31,1451.58,1421.56,2.46,3738.45
4,PT104,50,3,S,0,167.55,169.65,994.45,1047.47,74.26,2463.86,336.31,0.6,41788.87
4,PT104,50,3,GR,0,169.65,171.65,994.4,1047.41,72.21,170.2,17.57,0,388.55
4,PT104,50,3,GR,0,171.65,173.65,994.36,1047.36,70.21,147.23,20.13,0,145.93
4,PT104,50,3,GR,0,173.65,175.65,994.33,1047.3,68.22,22.62,7.73,0,97.97
4,PT104,50,3,GR,0,175.65,177.65,994.29,1047.24,66.22,144.95,3.97,0,186.5
4,PT104,50,3,GR,0,177.65,179.7,994.26,1047.18,64.19,975.22,6.68,0,1024.34
4,PT104,50,3,GR,0,179.7,181.6,994.22,1047.12,62.22,188,13,0,625
4,PT104,50,3,GR,0,181.6,183.6,994.18,1047.06,60.27,1901,9,0,2480
4,PT104,50,3,GR,0,183.6,185.6,994.15,1047.01,58.27,518,8,0,694
4,PT104,50,3,GR,0,185.6,187.6,994.11,1046.95,56.27,36,5,0,102
4,PT104,50,3,GR,0,187.6,189.6,994.07,1046.89,54.27,196,6,0,307
5,PT105,50,3,NR,0,1.5,3.4,964.65,1150.81,268.36,43,361,1.3,362
5,PT105,50,3,MS,0,3.4,5.45,963.87,1150.17,266.65,446.93,1525.85,3.32,149.12
5,PT105,50,3,MS,0,5.45,7.45,963.08,1149.51,264.91,27.4,1284.88,3.33,462.97
5,PT105,50,3,S,0,7.45,9.45,962.28,1148.87,263.19,42.17,3218.25,4.06,1401.1
5,PT105,50,3,S,0,9.45,11.45,961.49,1148.22,261.48,34.13,432.68,1.23,306.9
5,PT105,50,3,MB,0,11.45,13.45,960.7,1147.57,259.76,17.93,74.83,0.58,1043.35
5,PT105,50,3,SD,0,13.45,15.4,959.92,1146.93,258.06,9.72,37.23,0.34,162.15
5,PT105,50,3,MB,0,15.4,17.4,959.13,1146.28,256.37,10.65,238.9,0.32,106.85
5,PT105,50,3,MB,0,17.4,19.4,958.34,1145.63,254.65,14.62,53.15,0.06,278.32
5,PT105,50,3,H,0,19.4,21.4,957.55,1144.98,252.93,14.6,113,0,323.3
5,PT105,50,3,MB,0,47.8,49.8,946.46,1135.73,228.48,7,34,0,47
5,PT105,50,3,MB,0,49.8,51.8,945.69,1135.08,226.75,18.35,47.95,0,45.07
5,PT105,50,3,SD,0,51.8,53.8,944.93,1134.43,225.02,13.25,55.75,0,2237.75
5,PT105,50,3,SD,0,53.8,55.8,944.16,1133.78,223.29,56.25,1479,0.98,3882.5
5,PT105,50,3,SD,0,55.8,57.8,943.4,1133.12,221.56,84.75,1125,1,1208.75
5,PT105,50,3,MB,0,57.8,59.8,942.64,1132.47,219.83,240.5,344.5,0.45,82.25
5,PT105,50,3,MB,0,59.8,61.8,941.88,1131.82,218.1,85.5,56,0.08,161.75
5,PT105,50,3,MB,0,61.8,63.8,941.12,1131.17,216.37,8.55,22.5,0,154.25
5,PT105,50,3,MB,0,63.8,65.8,940.36,1130.51,214.64,5.95,30.55,0,72.75
5,PT105,50,3,MB,0,65.8,67.8,939.6,1129.86,212.91,8.3,37.55,0,31.95
5,PT105,50,3,MB,0,71.65,73.65,937.38,1127.95,207.84,50,203,1,240
5,PT105,50,3,S,0,73.65,75.65,936.62,1127.3,206.11,2099.88,14904.52,12.24,3632.79
5,PT105,50,3,S,0,75.65,77.65,935.86,1126.65,204.38,1192.13,727.35,29.43,25404.57
5,PT105,50,3,S,0,77.65,79.65,935.11,1125.99,202.65,525,212.6,1.04,32500.07
5,PT105,50,3,S,0,79.65,81.65,934.35,1125.34,200.92,913.03,2350.05,11.86,9682.72
5,PT105,50,3,S,0,81.65,83.65,933.58,1124.69,199.19,5316.3,12895.01,40.42,9501.51
5,PT105,50,3,S,0,83.65,85.65,932.82,1124.04,197.46,3136.39,6697.21,15.41,8585.74
5,PT105,50,3,S,0,85.65,87.65,932.05,1123.38,195.73,1081.55,33029.01,42.68,3317.26
5,PT105,50,3,S,0,87.65,89.65,931.29,1122.73,194,317.27,191.47,2.02,8412.75
5,PT105,50,3,S,0,89.65,91.65,930.52,1122.08,192.27,373.53,15.75,0.43,8415.54
5,PT105,50,3,S,0,91.65,93.65,929.76,1121.42,190.54,1167.52,8.45,0.29,25322.55
5,PT105,50,3,S,0,93.65,95.65,928.99,1120.77,188.82,1684.9,14.25,0.64,48719.99
5,PT105,50,3,ESK,0,95.65,97.65,928.23,1120.11,187.09,1126.25,45,5.95,26056.25
5,PT105,50,3,ESK,0,97.65,99.65,927.46,1119.46,185.36,523.63,30,3.6,13353.75
5,PT105,50,3,ESK,0,99.65,101.65,926.7,1118.8,183.63,501.25,9.5,0.55,15575
5,PT105,50,3,ESK,0,101.65,103.65,925.93,1118.15,181.9,1582,50.75,14.05,63800
5,PT105,50,3,ESK,0,103.65,105.65,925.17,1117.5,180.18,1973.25,155.92,4.43,49534.99
5,PT105,50,3,GR,0,105.65,107.65,924.4,1116.84,178.45,7388.64,387.8,1.13,17767.45
5,PT105,50,3,GR,0,107.65,109.65,923.63,1116.19,176.72,1923.9,9.8,0.49,1529.7
5,PT105,50,3,GR,0,109.65,111.65,922.87,1115.53,174.99,74.8,8.1,0.38,309
6,PT106,50,3,GR,0,41,43,973.44,958,186.06,67,49,0.8,93
6,PT106,50,3,GR,0,43,45,972.85,957.92,184.15,8,15,0.2,36
6,PT106,50,3,S,0,45,47,972.26,957.83,182.24,274,300,11.7,19100
6,PT106,50,3,S,0,47,49,971.67,957.75,180.33,526,900,1.9,49800
6,PT106,50,3,S,0,49,51,971.08,957.67,178.42,3048,790,0.2,7680
6,PT106,50,3,MB,0,51,53,970.49,957.59,176.51,107,43,0.5,789
6,PT106,50,3,MB,0,53,55,969.91,957.51,174.6,4409,2028.5,2.1,9935.5
6,PT106,50,3,S,0,55,57,969.32,957.43,172.69,2866.04,22413.5,16.42,6629.99
6,PT106,50,3,GR,0,57,59,968.73,957.35,170.78,762,2456.2,1.96,2701
6,PT106,50,3,GR,0,59,61,968.14,957.27,168.87,148,19.8,0.26,447.6
6,PT106,50,3,GR,0,61,63,967.57,957.18,166.95,152.8,21.4,0.38,635.2
6,PT106,50,3,S,0,63,65,967,957.09,165.04,891.4,5696.3,5.29,2352.5
6,PT106,50,3,GR,0,65,67,966.43,957,163.12,813.28,1066.05,3.48,8024.02
6,PT106,50,3,GR,0,67,69,965.86,956.91,161.21,472.4,189.65,22.57,9454.94
6,PT106,50,3,GR,0,69,71,965.3,956.82,159.29,1117.61,174.75,35.5,14001.61
6,PT106,50,3,GR,0,71,73,964.73,956.73,157.38,46,10,0.7,419
6,PT106,50,3,GR,0,73,75,964.17,956.63,155.46,48,6,0.5,282
6,PT106,50,3,GR,0,75,77,963.61,956.53,153.54,41,7,0.4,63
6,PT106,50,3,GR,0,77,79,963.06,956.43,151.62,11940,21,3.6,6440
6,PT106,50,3,GR,0,79,81,962.5,956.33,149.71,266,6,0.3,1510
6,PT106,50,3,GR,0,81,83,961.94,956.23,147.79,17,8,0.2,179
6,PT106,50,3,GR,0,83,85,961.38,956.13,145.87,615,7,2,420
7,PT107,50,3,MB,0,12.45,14.45,934.76,1188.99,266.06,32.3,56.98,0.38,170.02
7,PT107,50,3,MB,0,14.45,16.45,933.64,1188.11,264.65,70.75,53.33,0.35,611.35
7,PT107,50,3,MB,0,16.45,18.45,932.52,1187.22,263.25,255.23,890.62,8.95,8905.75
7,PT107,50,3,MB,0,18.45,20.5,931.38,1186.33,261.83,478.71,693.66,12.99,9058.53
7,PT107,50,3,MB,0,20.5,22.5,930.25,1185.43,260.42,180.75,98,0.5,387.5
7,PT107,50,3,MB,0,22.5,24.5,929.12,1184.54,259.03,216,81.2,0.5,674.3
7,PT107,50,3,H,0,24.5,26.5,928,1183.64,257.63,35.5,146,0.28,323.75
7,PT107,50,3,H,0,26.5,28.5,926.88,1182.75,256.24,43.75,117.75,0.35,193.75
7,PT107,50,3,S,0,28.5,30.5,925.75,1181.86,254.84,3040.72,12923.75,11.14,11283.42
7,PT107,50,3,GR,0,30.5,32.5,924.64,1180.96,253.45,157.9,72.2,0.39,14970
7,PT107,50,3,GR,0,32.5,34.5,923.52,1180.06,252.06,42.8,25.75,0.29,5502
7,PT107,50,3,GR,0,34.5,36.5,922.41,1179.15,250.66,34.5,14.8,0.17,1107.5
7,PT107,50,3,GR,0,36.5,38.5,921.3,1178.25,249.27,24.65,23.35,0.04,1591.35
7,PT107,50,3,GR,0,38.5,40.5,920.19,1177.34,247.87,17.3,14,0.29,300.2
7,PT107,50,3,GR,0,40.5,42.5,919.08,1176.43,246.48,27.25,14.3,0.23,996.95
7,PT107,50,3,GR,0,42.5,44.5,917.98,1175.52,245.08,84.8,15.7,0.4,3016
7,PT107,50,3,GR,0,44.5,46.5,916.88,1174.6,243.68,166.25,15.5,0.43,3425.5
7,PT107,50,3,GR,0,46.5,48.5,915.79,1173.69,242.28,327.05,23.25,0.66,4569
7,PT107,50,3,GR,0,48.5,50.5,914.69,1172.77,240.88,598,18.3,0.94,4644
7,PT107,50,3,GR,0,50.5,52.5,913.6,1171.85,239.48,646.2,11.7,0.39,5900
7,PT107,50,3,GR,0,52.5,54.5,912.51,1170.93,238.08,277.6,9.3,0.32,1581
7,PT107,50,3,GR,0,54.5,56.5,911.41,1170.02,236.68,320.05,11.1,0.46,2220
8,PT108,50,3,GR,0,9,11,987.2,959.79,215.58,41,61,0.2,329
8,PT108,50,3,GR,0,11,13,987.06,959.76,213.58,52,92,0.2,497
8,PT108,50,3,GR,0,13,15,986.92,959.74,211.59,83,54,0,431
8,PT108,50,3,GR,0,15,17,986.78,959.71,209.59,21,32,0,450
8,PT108,50,3,MB,0,17,19,986.65,959.68,207.6,14,25,0.3,285
8,PT108,50,3,MB,0,19,21,986.51,959.66,205.6,8,39,0.5,91
8,PT108,50,3,MB,0,21,23,986.38,959.63,203.6,5,16,0,36
8,PT108,50,3,MB,0,23,25,986.26,959.6,201.61,4,12,0,38
8,PT108,50,3,MB,0,25,27,986.13,959.56,199.61,3,29,0.2,29
8,PT108,50,3,MB,0,27,29,986.01,959.53,197.62,1,12,0.4,47
8,PT108,50,3,MB,0,29,31,985.88,959.5,195.62,0,14,0.2,16
8,PT108,50,3,MB,0,31,33,985.76,959.47,193.62,1,13,0.1,42
8,PT108,50,3,MB,0,52.5,54.5,984.41,959.14,172.17,26.53,18.03,0.62,1830.56
8,PT108,50,3,GR,0,54.5,56.55,984.28,959.11,170.15,17,4,0.8,250
8,PT108,50,3,GR,0,56.55,58.55,984.15,959.08,168.13,0,4,1,77
8,PT108,50,3,MB,0,58.55,60.55,984.02,959.05,166.13,5.62,15.7,0.77,895.1
8,PT108,50,3,MB,0,60.55,62.55,983.9,959.02,164.14,5.37,5.67,0.57,63.52
8,PT108,50,3,MB,0,62.55,64.55,983.77,958.99,162.14,42.72,117.23,0.71,1560.73
8,PT108,50,3,S,0,64.55,66.55,983.64,958.96,160.15,341,146.4,0.4,15325.66
8,PT108,50,3,MB,0,66.55,68.5,983.51,958.93,158.18,56,3,0.1,107
8,PT108,50,3,MB,0,68.5,70.5,983.38,958.9,156.2,67,154,0.4,710
8,PT108,50,3,S,0,70.5,72.5,983.25,958.87,154.21,206.07,16566.72,13.33,139313.8
8,PT108,50,3,S,0,72.5,74.5,983.12,958.84,152.21,411,19459.97,15.96,93140.22
8,PT108,50,3,S,0,74.5,76.5,982.99,958.81,150.22,3415.88,7323.1,6.57,63327.51
8,PT108,50,3,S,0,76.5,78.5,982.87,958.78,148.22,4178.61,80.4,0.98,57980.05
8,PT108,50,3,GR,0,78.5,80.5,982.74,958.75,146.23,643.35,37.32,0.55,12618.51
8,PT108,50,3,GR,0,80.5,82.5,982.61,958.72,144.23,89,8.5,0.38,804.25
8,PT108,50,3,GR,0,82.5,84.5,982.47,958.69,142.24,148.75,6.75,0.3,625.5
8,PT108,50,3,GR,0,84.5,86.5,982.34,958.66,140.24,211.75,72.25,5.5,1358
8,PT108,50,3,GR,0,86.5,88.5,982.21,958.63,138.24,400.25,220,18.55,3752.5
8,PT108,50,3,GR,0,88.5,90.5,982.08,958.6,136.25,296.9,230.85,35.23,7725.43
9,PT109,50,3,MB,0,13.4,15.4,929.61,1128.96,262.21,22.75,4656.29,7.93,4913.24
9,PT109,50,3,S,0,15.4,17.4,928.74,1128.37,260.51,711.9,12257.5,18.36,129287.5
9,PT109,50,3,MS,0,17.4,19.4,927.87,1127.77,258.82,270.75,1586,1.93,46787.5
9,PT109,50,3,SD,0,19.4,21.4,927,1127.18,257.12,2819.6,888.44,5.67,129454.1
9,PT109,50,3,MB,0,21.4,23.4,926.12,1126.59,255.42,1346.02,1023.63,4.65,55392.55
9,PT109,50,3,MB,0,23.4,25.4,925.25,1125.99,253.72,321,588.27,0.77,1286.78
9,PT109,50,3,S,0,25.4,27.4,924.38,1125.4,252.02,184.6,624.8,1.12,4653.8
9,PT109,50,3,S,0,27.4,29.4,923.5,1124.81,250.32,619.2,2272,3.86,546
9,PT109,50,3,S,0,29.4,31.4,922.63,1124.22,248.62,492.8,2740,5.4,769.2
9,PT109,50,3,S,0,31.4,33.4,921.76,1123.63,246.92,270.85,857.9,0.61,2808
9,PT109,50,3,S,0,33.4,35.4,920.9,1123.04,245.21,387.5,68.8,0.47,9495.75
9,PT109,50,3,S,0,35.4,37.4,920.03,1122.45,243.51,393,153,0.78,13760
9,PT109,50,3,S,0,37.4,39.4,919.16,1121.86,241.81,212.4,42.6,0.32,9519.99
9,PT109,50,3,S,0,39.4,41.4,918.29,1121.28,240.1,154.4,63,0.46,2420.4
9,PT109,50,3,S,0,41.4,43.4,917.43,1120.69,238.4,343.2,61.4,0.68,1573.6
9,PT109,50,3,S,0,43.4,45.4,916.57,1120.11,236.69,191.75,88.5,0.78,4385
